"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Region"	"Region Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Incidence Counts
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	40
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.453	18	46
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.539	40	111
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.627	42	95
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.564	135	260
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.530	152	314
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.596	206	367
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.722	547	924
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.811	103	145
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.507	2152	4308
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.561	2813	5201
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.557	3907	7288
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.545	2269	4415
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	32
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	54
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	67
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	54
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.768	19	29
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.501	35	77
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.483	23	56
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.513	30	73
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.455	100	224
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.524	143	282
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.662	179	283
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.612	507	864
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.486	61	133
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.457	1653	3272
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.528	2156	3762
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.486	2856	5534
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.516	1715	3209
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	45
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	50
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	73
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	31
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.477	19	46
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.542	49	104
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.314	19	54
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.611	38	91
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.556	143	283
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.625	159	297
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.677	183	323
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.629	524	926
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.507	91	206
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.504	2193	4430
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.584	2889	5124
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.539	3782	7355
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.549	2321	4495
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	47
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	70
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	91
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	50
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.486	21	53
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.331	32	102
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.497	33	78
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.521	145	277
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.610	165	280
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.543	154	295
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.560	457	870
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.668	82	127
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.476	1775	3381
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.526	2183	3814
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.504	2927	5441
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.487	1672	3319
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	39
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	50
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	73
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	56
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.469	21	52
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.369	29	102
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.574	29	69
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.449	34	99
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.492	142	307
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.599	166	303
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.562	196	377
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.705	597	997
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.613	106	191
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.514	2227	4408
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.558	2889	5315
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.544	3979	7568
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.524	2317	4697
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	49
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	81
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	78
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	73
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.428	30	80
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.838	24	34
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.410	33	100
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.543	152	283
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.473	127	276
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.548	156	292
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.563	506	962
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.616	74	132
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.465	1743	3414
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.514	2170	3878
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.475	2877	5716
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.501	1747	3385
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	43
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	61
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	69
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	52
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.455	21	44
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.415	19	63
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.437	44	126
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.569	26	44
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.420	42	116
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.537	164	334
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.498	140	315
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.650	198	354
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.645	575	1001
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.547	103	208
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.485	2232	4687
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.582	2923	5187
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.551	4140	7795
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.514	2381	4863
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	69
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	82
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	114
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	72
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.350	19	59
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.351	29	88
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.325	19	55
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.491	43	109
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.547	156	287
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.433	140	334
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.600	180	320
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.525	474	945
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.502	72	146
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.418	1711	3679
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.500	2194	4024
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.456	2925	6044
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.455	1770	3756
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	62
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	76
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	62
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	52
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.666	19	41
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.726	31	62
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.353	40	132
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.488	31	68
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.459	44	120
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.607	196	340
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.470	154	385
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.570	194	375
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.521	519	1125
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.583	108	203
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.448	2224	5032
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.526	2881	5660
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.508	4068	8301
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.499	2394	5067
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	74
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	110
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	92
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	88
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.441	20	54
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.413	41	116
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.502	20	50
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.432	38	102
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.515	159	307
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.490	162	339
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.520	162	329
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.512	528	1103
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.551	82	160
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.409	1764	3851
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.482	2222	4222
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.446	3042	6432
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.458	1719	3617
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	80
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	65
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	103
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	42
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.375	18	57
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.340	46	158
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.701	37	59
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.431	49	125
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.541	195	374
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.513	175	367
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.561	177	372
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.597	585	1156
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.602	106	195
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.461	2334	5127
